ID,DATE,QUALITY,MIN_5CM,MIN_2M,MEAN_2M,MAX_2M,REL_HUMIDITY,MEAN_WIND_STRENGTH,MAX_WIND_SPEED,SUNSHINE,MEAN_CLOUDINESS,PRECIPITATION,MEAN_PRESSURE
102,2020-10-02,3,,12.9,14.3,15.9,87.71,8.6,19.5,4.7,,,995.11,
102,2020-10-03,3,,12.4,14.7,16.4,89.25,12.8,21.2,0,,,988.03,
102,2020-10-04,3,,11.5,13.3,14.8,74.54,11.6,20.5,5.033,,,988.9,
102,2020-10-05,3,,11.8,13,14.7,76.25,11.1,16.2,5.833,,,995.29,
102,2020-10-06,3,,11.6,12.8,14.1,91.04,11.3,17.5,1.183,,,992,
102,2020-10-07,3,,11.3,12.9,14.8,87.04,11.1,18.1,5.667,,,1001.15,
102,2020-10-08,3,,10.3,12.8,15.7,91.25,12.8,21,0,,,1004.69,
102,2020-10-09,3,,10.4,12.7,14.3,78.29,9.1,15.8,6.467,,,1010.64,
102,2020-10-10,3,,8.9,9.9,10.9,80.83,12.7,22.9,5.617,,,1009.87,
102,2020-10-11,3,,8.1,10.8,13.6,83.29,10.1,19.9,1.6,,,1010.6,
102,2020-10-12,3,,10.6,12.1,13.5,76.71,5.6,13.4,2.5,,,1012.78,
102,2020-10-13,3,,9.4,11.4,14.1,82.35,6.2,11,8.683,,,1012.12,
102,2020-10-14,3,,9.7,10.5,11.7,75.92,12.9,18.6,3.233,,,1015.51,
102,2020-10-15,3,,9,9.5,10.3,73.42,10.5,16.1,9.217,,,1017.99,
102,2020-10-16,3,,8.7,9.9,11,74.75,4.4,8.5,8.867,,,1019.35,
102,2020-10-17,3,,9.9,11.1,14,81.33,3.9,14.6,9.583,,,1016.5,
102,2020-10-18,3,,9.8,11.2,12.6,74.08,10.1,17.5,2.167,,,1014.17,
102,2020-10-19,3,,8.6,10.1,11.5,84.58,7.6,12,4.667,,,1015.27,
102,2020-10-20,3,,7.5,10.3,13.1,86.08,9.7,14.9,0.367,,,1005.18,
102,2020-10-21,3,,11.7,13.6,18,92.88,12.1,29.1,0.033,,,997.31,
102,2020-10-22,3,,,14,,85.25,12.7,,5.7,,,1003.02,
102,2020-10-23,3,,9.1,12,13.5,93.91,8.2,12.6,6.467,,,1004.91,
102,2020-10-24,3,,11.7,12.8,13.7,89.63,10.1,15.3,2.267,,,1003.34,
102,2020-10-25,3,,11,12.9,14.9,88.75,10.8,17.6,0,,,996.46,
102,2020-10-26,3,,9.8,10.8,11.6,83.67,10.7,17.2,2.433,,,995.47,
102,2020-10-27,3,,9,10.4,11.7,83,13.3,20.9,3.917,,,996.7,
102,2020-10-28,3,,9.7,11.1,12.7,84.79,12.2,18.1,4.283,,,998.41,
102,2020-10-29,3,,7.5,10.3,12,87.04,12.3,28.6,2.967,,,1004.6,
102,2020-10-30,3,,10.8,12.9,14,99.58,12.3,19.7,0,,,1009.2,
102,2020-10-31,3,,12,13,14,96.46,8,15.9,0.017,,,1012.42,
102,2020-11-01,3,,10.7,12.9,16.7,88.83,10.5,17.9,2.817,,,1003.29,
102,2020-11-02,3,,11.9,15.9,18,86.18,14.9,23.2,1.333,,,999,
102,2020-11-03,3,,8,10.4,12,76.63,13.4,24.2,6.967,,,1012.66,
102,2020-11-04,3,,7.7,10.1,11.6,80.7,11.6,19.4,5.417,,,1023.37,
102,2020-11-05,3,,8.5,10.5,11.6,88.67,10.2,16,0.983,,,1031.1,
102,2020-11-06,3,,9.7,11,12,96.33,5.3,9.4,0,,,1029.18,
102,2020-11-07,3,,6.9,9.3,10.7,87.75,5,11.5,7.8,,,1021.29,
102,2020-11-08,3,,8.2,9.8,12,86.79,6.3,9.3,7.65,,,1019.93,
102,2020-11-09,3,,5.4,6.5,8.7,99.17,5.8,9.1,0,,,1021.33,
102,2020-11-10,3,,4.8,5.7,6.3,99.33,5.6,8.5,0,,,1022.72,
102,2020-11-11,3,,5.6,7.4,9.8,99.92,4.4,9.8,0,,,1020.18,
102,2020-11-12,3,,7.9,9.3,11.5,95.46,9,14.5,1.533,,,1011.64,
102,2020-11-13,3,,7.8,9.5,11.6,93.83,8.5,12.8,5.367,,,1010.95,
102,2020-11-14,3,,9.3,10.9,12.4,95.25,7.4,12.9,0,,,1009.79,
102,2020-11-15,3,,7.7,11.9,14.5,86.79,12.1,26.8,3.017,,,999.7,
102,2020-11-16,3,,9.2,10.3,11.5,89,13.3,20.7,0.7,,,1003.38,
102,2020-11-17,3,,9.1,11.2,13.1,94.04,11.7,17,0,,,1013.98,
102,2020-11-18,3,,10.5,11.7,13.8,89.42,11.4,23.7,3.3,,,1013.22,
102,2020-11-19,3,,5.4,9.2,12.1,73.88,17,28.2,0.717,,,1011,
102,2020-11-20,3,,5.4,7.1,8.3,75.54,9.3,21,4.217,,,1025.75,
102,2020-11-21,3,,4.9,7.7,10.1,92.33,14.8,20.8,0,,,1018.78,
102,2020-11-22,3,,7.2,9.8,10.9,82.21,12.4,19.3,3.133,,,1016.06,
102,2020-11-23,3,,6.6,8.9,10.2,78,11.8,24.9,4.45,,,1019.66,
102,2020-11-24,3,,6.1,7.8,9.2,89.17,10.5,15.1,0.117,,,1016.29,
102,2020-11-25,3,,4.9,6.6,8.1,87.38,8.5,12.1,4.45,,,1011.88,
102,2020-11-26,3,,6.8,9.2,10.5,86.5,6.4,13.3,2.267,,,1014.84,
102,2020-11-27,3,,5.6,7.5,8.9,92.5,4,9.6,0.183,,,1017.53,
102,2020-11-28,3,,1.2,2.9,5.9,97.74,7,11.7,0,,,1020.69,
102,2020-11-29,3,,2.5,4,5.1,73.46,3.8,9.8,1.95,,,1024.3,
102,2020-11-30,3,,1.2,2.9,5.1,84.79,10.1,16.6,0,,,1015.2,
102,2020-12-01,3,,4.6,5.6,6.3,96.29,6,12.2,0,,,1011.09,
102,2020-12-02,3,,3.5,4.1,4.8,90.96,6.2,12.1,0,,,1013.2,
102,2020-12-03,3,,,4.1,,93.54,11.9,,0,,,994.37,
102,2020-12-04,3,,2.1,4.2,6.6,82.96,11.5,18.9,1.217,,,984.68,
102,2020-12-05,3,,1,3.7,5.9,91.7,7.1,11.9,0.85,,,993.69,
102,2020-12-06,3,,3.5,4.9,5.9,96.88,6.2,12.1,0,,,997.72,
102,2020-12-07,3,,4.2,4.9,6.5,96.58,8.2,16.7,0.183,,,992.83,
102,2020-12-08,3,,4,5,5.6,89.52,5.4,10.4,0.133,,,1002.17,
102,2020-12-09,3,,2.4,3.4,5.1,94.09,5.5,9.7,0,,,1005.85,
102,2020-12-10,3,,2.4,3.2,3.8,94.08,4.9,8.8,0,,,1003.82,
102,2020-12-11,3,,2.8,3.2,3.8,89.71,9.9,14.4,0.117,,,994.01,
102,2020-12-12,3,,2.1,3.2,4.3,95.96,8.3,13.6,0,,,994.89,
102,2020-12-13,3,,3.8,4.9,7.1,99.33,6.9,13.6,0,,,1004.2,
102,2020-12-14,3,,5.3,7.3,9.7,93.04,11.2,16.5,0,,,1002.28,
102,2020-12-15,3,,6.4,7.8,9.1,99.04,7.6,12.2,0,,,1004.93,
102,2020-12-16,3,,5.9,7.7,9.1,94.08,8.1,14.1,5.667,,,1011.99,
102,2020-12-17,3,,7.4,8.2,9.1,94.75,9.8,13.1,0.033,,,1010.96,
102,2020-12-18,3,,6,7.2,8.5,92.83,10.5,14.9,3.033,,,1014.05,
102,2020-12-19,3,,5.1,7.3,10.8,91.83,10.9,14.3,5.7,,,1009.1,
102,2020-12-20,3,,7.5,8.3,9.5,93.08,8.8,12.2,0.433,,,1011.6,
102,2020-12-21,3,,5.7,6.9,7.9,93.79,10.8,18.1,2.9,,,1009.62,
102,2020-12-22,3,,6.3,8.7,10.6,90.57,9.7,16.2,0.983,,,1003.43,
102,2020-12-23,3,,4.9,5.7,6.6,95.13,6.6,15.3,0,,,1005.88,
102,2020-12-24,3,,4.7,5.6,6.9,82.38,10.1,17.7,0.167,,,1005.39,
102,2020-12-25,3,,4,5,8.7,69.21,5.3,13.2,5.5,,,1017.02,
102,2020-12-26,3,,3.7,4.8,6.1,89.33,13.1,24.1,0.117,,,1009.13,
102,2020-12-27,3,,3.1,4.5,5.8,92.08,19.4,27.9,0,,,978.54,
102,2020-12-28,3,,2.6,3.8,4.5,95,7,15.9,0,,,975.19,
102,2020-12-29,3,,0.7,3,4.7,96.21,6.4,13.7,0,,,981,
102,2020-12-30,3,,3.7,4.4,5.1,96.21,12.4,18,0,,,991.55,
102,2020-12-31,3,,2.9,3.6,4.4,94.04,10.8,15.7,0.85,,,996.96,
102,2021-01-01,3,,2.8,4.3,5.2,97.26,6.4,11,0.017,,,1001.57,
102,2021-01-02,3,,3.7,4.3,5.1,97.79,4.9,10.8,0,,,1008.54,
102,2021-01-03,3,,2.5,3.6,4.5,89.79,11.4,18.9,2.383,,,1014.87,
102,2021-01-04,3,,1.4,2.4,3.7,85.71,14.3,19.3,0.067,,,1016.82,
102,2021-01-05,3,,2.1,2.7,3.2,87.96,13.2,17.4,0,,,1016.24,
102,2021-01-06,3,,1.4,2.1,2.9,86.46,9.3,12.6,0,,,1011.56,
102,2021-01-07,3,,1.6,2.3,2.7,93.96,4.4,7,0,,,1006.14,
102,2021-01-08,3,,1.2,2.3,3.2,84.21,6.9,11.9,0.483,,,1010.39,
102,2021-01-09,3,,1.1,2.2,4.1,82.46,4.1,9.8,0.8,,,1018.08,
102,2021-01-10,3,,-0.5,2.2,6,97.58,9.2,16.2,0.2,,,1016.39,
102,2021-01-11,3,,3.7,4.5,6.8,99.17,14.2,23.6,0,,,1005.98,
102,2021-01-12,3,,4.1,5.6,6.7,75.67,13.2,23.5,3.633,,,999.22,
102,2021-01-13,3,,1.3,4.2,6.2,76.08,15.9,30.7,2.1,,,1003.78,
102,2021-01-14,3,,0.7,1.6,2.5,79.25,9,16.7,5.717,,,1016.48,
102,2021-01-15,3,,-0.6,0.3,1.9,73.67,6.3,12.5,0.3,,,1023.49,
102,2021-01-16,3,,-0.5,0.6,2.1,82.65,6.4,11,0.283,,,1018.67,
102,2021-01-17,3,,-0.5,0.3,4.1,94.46,7.5,10.7,0,,,1013.25,
102,2021-01-18,3,,2.7,4.3,5.8,95.91,11.2,18.8,0,,,1011.43,
102,2021-01-19,3,,4.1,5.6,8.4,98.21,11.6,19.1,0,,,998.18,
102,2021-01-20,3,,6.3,7.7,9.6,84.17,14.1,19.2,0,,,990.03,
102,2021-01-21,3,,4.9,7.1,8.9,75.13,16.3,35.3,3.767,,,981.45,
102,2021-01-22,3,,3,4.5,5.7,87.25,12.5,20.1,4.6,,,983.3,
102,2021-01-23,3,,2.2,3.2,4.6,92.29,8.2,14.3,0.083,,,989.99,
102,2021-01-24,3,,0.6,2.8,3.9,93.96,4.4,11.8,1.133,,,992.23,
102,2021-01-25,3,,0.5,2.8,4.3,87.13,6.1,15.1,5.433,,,998.37,
102,2021-01-26,3,,1.9,3.4,5.1,85.17,5.2,9.7,6.017,,,1008.16,
102,2021-01-27,3,,1.2,2.6,5.5,95.88,8.7,13.7,0,,,1005.07,
102,2021-01-28,3,,0.1,1.6,5.3,82.17,6.6,10.2,0.833,,,1001.21,
102,2021-01-29,3,,-1.9,-0.4,0.7,87.79,13.2,20.2,0,,,992.44,
102,2021-01-30,3,,-1.5,0.1,2.4,79.33,5,12.1,7.367,,,1000.92,
102,2021-01-31,3,,-1.7,-0.3,1,80.88,5.9,10.6,6.117,,,999.83,
102,2021-02-01,3,,-3.5,-1.8,0.8,83.21,6.7,13.1,0,,,993.63,
102,2021-02-02,3,,-0.2,0.9,2,83.58,4.9,11.3,0.45,,,997.19,
102,2021-02-03,3,,-0.1,0.6,1.5,98.83,9.9,14.2,0,,,993.1,
102,2021-02-04,3,,-0.4,0.8,1.6,96.08,9.8,14.7,0,,,1008.29,
102,2021-02-05,3,,0,0.7,1.4,88.92,11.7,18.9,0,,,1011.9,
102,2021-02-06,3,,-2.2,-0.6,0.2,68.25,17.4,25.7,0,,,1012.88,
102,2021-02-07,3,,-3,-2.2,-1.3,59.79,20.5,31.4,0,,,1006.6,
102,2021-02-08,3,,-2.4,-1.5,-0.6,68.5,17.7,24.1,0,,,1002.51,
102,2021-02-09,3,,-2.8,-2.1,-1.2,72.58,13.1,19.5,4.883,,,1004.91,
102,2021-02-10,3,,-4.2,-2.7,-1.7,74.71,8.6,12.2,0.667,,,1011.8,
102,2021-02-11,3,,-3.4,-2.3,-1.7,72.04,5.4,10.6,3.433,,,1025.89,
102,2021-02-12,3,,-4.8,-3.3,-1.6,68.25,7.8,11.6,9.35,,,1034.13,
102,2021-02-13,3,,-3.6,-2,2.1,76.42,2.2,6.2,9.467,,,1037.94,
102,2021-02-14,3,,-5.3,-2,1.2,71.33,8.7,15.4,8.583,,,1033.95,
102,2021-02-15,3,,-0.7,0.1,2.6,76.71,10.3,19.6,0,,,1019.16,
102,2021-02-16,3,,1.1,3.3,5.6,99.13,9.5,14.9,0,,,1009.26,
102,2021-02-17,3,,4,5.9,8.2,98.83,10.3,15.2,0,,,1008.04,
102,2021-02-18,3,,4.5,7.2,9.6,86.67,11.5,18.9,3.317,,,1005.79,
102,2021-02-19,3,,3.1,5.5,8.9,86.88,10.2,13.6,8.033,,,1009.22,
102,2021-02-20,3,,4.9,8.8,13.6,80.46,11.5,14.9,4.133,,,1008.98,
102,2021-02-21,3,,6.3,11.2,15.9,71.13,8.3,13.8,9.517,,,1009.98,
102,2021-02-22,3,,6.2,11.8,15.4,60.71,10.2,13.5,6.067,,,1014.03,
102,2021-02-23,3,,9,12.1,14.9,73.96,8.2,13.5,1.4,,,1022.75,
102,2021-02-24,3,,8.8,12.9,16.1,75.17,10.8,14.3,3.333,,,1022.41,
102,2021-02-25,3,,4.6,8.6,13,87.25,9.8,15.1,6.383,,,1020.95,
102,2021-02-26,3,,3.9,4.7,5.6,96.46,8.2,11.2,9.2,,,1027.93,
102,2021-02-27,3,,1.9,3.8,5.9,99.13,6.8,12.6,3.133,,,1034.76,
102,2021-02-28,3,,0.8,1.9,4.2,99.96,4.3,6.8,0.283,,,1034.08,
102,2021-03-01,3,,0.4,1.7,3,100,2.8,5.9,0.05,,,1032.28,
102,2021-03-02,3,,0.5,3.2,7.7,95.88,5,8,2.95,,,1029.16,
102,2021-03-03,3,,1.7,3.9,6.7,96.13,6.6,12.2,7.05,,,1022.14,
102,2021-03-04,3,,2.1,3.6,4.7,84.04,7.5,13.4,0.083,,,1016.76,
102,2021-03-05,3,,1.8,3.2,4.2,66.92,6.5,10.6,9.983,,,1024.74,
102,2021-03-06,3,,3.4,4,4.5,87.42,8.1,13.7,4.033,,,1027.47,
102,2021-03-07,3,,2.8,3.8,4.5,81.88,10,15.2,0,,,1018.98,
102,2021-03-08,3,,1.1,3.2,5,64.25,4.5,13.3,7.183,,,1018.56,
102,2021-03-09,3,,0.8,1.7,2.6,96.54,6.2,11.4,0,,,1013.98,
102,2021-03-10,3,,2.1,4.1,6.4,92.08,9.8,20.7,0,,,1009.23,
102,2021-03-11,3,,4.8,6.8,9.5,88.54,17.9,36,1.317,,,987.04,
102,2021-03-12,3,,2.8,5.5,6.6,85.96,14.4,24.8,4.4,,,993.55,
102,2021-03-13,3,,3.4,4.9,6.8,88.88,16.3,32.9,2.433,,,983.58,
102,2021-03-14,3,,4.5,4.9,5.2,95.75,12,21,8.15,,,998.57,
102,2021-03-15,3,,4.5,4.9,5.4,93.96,11.7,18.1,3.383,,,1004.37,
102,2021-03-16,3,,2.2,4.3,5.1,85.21,8.4,13.5,4.967,,,1016.3,
102,2021-03-17,3,,1.4,3.6,4.3,86.63,6.3,14.4,7.917,,,1020.67,
102,2021-03-18,3,,3.6,3.9,4.7,87.29,5,10.2,6.4,,,1019.1,
102,2021-03-19,3,,1.5,3.8,5.6,75.17,5.9,10.3,9.35,,,1022.36,
102,2021-03-20,3,,0.8,3.2,5.1,86.63,9.1,14.9,0,,,1021.81,
102,2021-03-21,3,,4.8,5.1,6.1,85.42,13.3,20.8,5.717,,,1015.13,
102,2021-03-22,3,,4.5,5,5.5,93.96,8,13,0.9,,,1018.65,
102,2021-03-23,3,,4.6,5.6,7.7,91.92,6.8,11.4,0.55,,,1019.26,
102,2021-03-24,3,,6.2,7.4,10.3,84.29,7,10.5,6.567,,,1016.65,
102,2021-03-25,3,,5.1,7.5,11.1,91.96,4.6,9.3,6.3,,,1014.77,
102,2021-03-26,3,,6,9.3,13.6,74.29,9.1,14,2.817,,,1010.21,
102,2021-03-27,3,,3.4,5.7,10.2,86.38,11.8,20.1,7.783,,,1010.86,
102,2021-03-28,3,,4.6,7.2,9.2,87.38,12.4,18,0.633,,,1017.4,
102,2021-03-29,3,,8.6,9.9,11.5,84.83,12,18.5,7.217,,,1020.45,
102,2021-03-30,3,,7.6,10.4,13.1,75.88,6.2,10.6,12.283,,,1024.65,
102,2021-03-31,3,,10.1,13.6,17.6,50.33,2.8,5.7,10.883,,,1018.09,
102,2021-04-01,3,,5,6.7,13.5,85.92,9.1,16.1,5.517,,,1018.07,
102,2021-04-02,1,,4.3,5.5,6.2,84.71,10.7,16.3,2.3,,,1019.75,
102,2021-04-03,1,,5.3,5.8,6.1,88.33,7.2,11.2,8.583,,,1021.79,
102,2021-04-04,1,,5.1,5.7,6.8,85.58,10.9,22.8,0.083,,,1014.93,
102,2021-04-05,1,,0.1,3.4,7.1,74.04,16.1,26.5,3.883,,,999.08,
102,2021-04-06,1,,1.1,3.1,4.4,74.96,14.3,21.5,3.483,,,1001.46,
102,2021-04-07,1,,1.7,4,5.6,80.67,13.8,20.3,5.817,,,1005.78,
102,2021-04-08,1,,1.7,5.2,6.8,69.5,11.8,22.2,1.45,,,1013.45,
102,2021-04-09,1,,4.5,5.8,6.9,82.21,10.4,18.6,0,,,1007.09,
102,2021-04-10,1,,3.3,5,7.5,66.33,5.5,16.5,8.25,,,1011.18,
102,2021-04-11,1,,2.5,3.7,4.7,89.43,11,18.4,0.317,,,1006.83,
102,2021-04-12,1,,2.8,4.4,5.3,74.92,9.8,19.4,9.617,,,1018.9,
102,2021-04-13,1,,2.7,5.1,5.7,79.67,10.6,17.6,11.117,,,1024.65,
102,2021-04-14,1,,2.8,4.9,5.6,77.41,7.3,15.4,9.917,,,1025.96,
102,2021-04-15,1,,5,5.8,6.6,77.65,5.7,11.3,11.55,,,1027.16,
102,2021-04-16,1,,5.2,6.4,7.6,79.08,6.7,10.7,13.167,,,1024.9,
102,2021-04-17,1,,6.1,7,9.2,83.88,7,10.1,8.45,,,1021.37,
102,2021-04-18,1,,7.2,8.5,10.9,77.04,6.3,9.8,11.783,,,1018.87,
102,2021-04-19,1,,6.2,8.7,11.5,88.13,5.5,9.4,9.617,,,1017.83,
102,2021-04-20,1,,7.4,9.2,11.6,70.25,5.2,9.8,13.633,,,1014.35,
102,2021-04-21,1,,6,7.3,9.3,76.25,9.6,18.5,7.65,,,1014.08,
102,2021-04-22,1,,6.1,6.5,7,75.21,14.1,19.4,10.15,,,1019.11,
102,2021-04-23,1,,5.6,6.4,7,78.83,9.6,15.2,9.85,,,1023.7,
102,2021-04-24,1,,5.1,6.4,7,71.54,9.2,13.7,12.633,,,1023.47,
102,2021-04-25,1,,5.2,6.4,7.1,65.46,6.6,13.5,12.2,,,1022.85,
102,2021-04-26,1,,5.6,6.2,7.6,67.71,4.3,12.4,13.783,,,1017.57,
102,2021-04-27,1,,5.4,8.1,11.2,58.75,8.1,13.3,13.567,,,1010.34,
102,2021-04-28,1,,5.6,8.7,11.5,67.17,7.9,12.3,12.067,,,1003.87,
102,2021-04-29,1,,7.2,8.3,10.6,89.57,7.6,11.8,2.65,,,999.78,
102,2021-04-30,1,,7.8,8.8,11.6,82.67,3.5,7.9,2.517,,,1008.5,
102,2021-05-01,1,,5.2,8.2,10.9,86.63,3.7,11.1,3.017,,,1008.87,
102,2021-05-02,1,,5.9,6.9,7.6,86.5,7.8,15.7,4.517,,,1010.51,
102,2021-05-03,1,,5.3,7,8.8,84.42,8.4,16.5,4.667,,,1010.69,
102,2021-05-04,1,,6,8.1,10,86.67,16.7,28.7,1.117,,,987.64,
102,2021-05-05,1,,5,6.8,7.6,83.38,20.8,28.4,0.867,,,991.68,
102,2021-05-06,1,,5.1,6.8,7.6,68.17,9.8,22.8,13.033,,,1000.63,
102,2021-05-07,1,,2.5,6.6,8.1,78.33,9.4,19.2,6.883,,,1007.18,
102,2021-05-08,1,,5.7,8.5,12.3,81.67,8.6,19.4,7.4,,,1008.94,
102,2021-05-09,1,,10.1,16.9,24.6,71.21,10.5,21.1,8.583,,,998.68,
102,2021-05-10,1,,11.5,15.8,20.1,77.38,7.3,17.7,3.067,,,1000.64,
102,2021-05-11,1,,9.2,11,13.3,96.42,6.3,10.3,0.133,,,1005.95,
102,2021-05-12,1,,8.2,9.4,10.1,97.57,6,9.9,2.983,,,1006.16,
102,2021-05-13,1,,6.8,7.8,8.6,99,4.6,8.2,0,,,1004.79,
102,2021-05-14,1,,7.8,8.2,8.7,91.75,6.4,9.2,0,,,1003.11,
102,2021-05-15,1,,7.6,9.5,11.3,87.63,4.6,8.7,1.433,,,1000.13,
102,2021-05-16,1,,9.2,10.2,13.8,91.46,3.5,10.7,4.317,,,996.09,
102,2021-05-17,1,,8.7,9.9,11.9,91.38,3.2,8.4,3.967,,,998.92,
102,2021-05-18,1,,9.3,9.6,10,94.04,5.2,9.4,9.917,,,1007.19,
102,2021-05-19,1,,8.7,10.2,14.3,85.71,3.4,7.8,12.35,,,1011.63,
102,2021-05-20,1,,9.4,10.9,14.2,81.67,4.3,16.3,10.567,,,1012.38,
102,2021-05-21,1,,8.2,11.8,13.4,75.83,10.4,25.5,2.95,,,996.9,
102,2021-05-22,1,,8.4,10.4,12.2,83.75,15.3,23.1,0.05,,,994.06,
102,2021-05-23,1,,9.1,10.2,12.1,76.08,8.2,17.2,6.25,,,1006.45,
102,2021-05-24,1,,10.5,12,15.9,81.67,7.6,12.9,0.267,,,1004.93,
102,2021-05-25,1,,8.4,9.7,11.5,87.83,9.1,16.9,1.783,,,1004.13,
102,2021-05-26,1,,8.5,9.9,11,90.33,12.7,21.3,3.45,,,1002.13,
102,2021-05-27,1,,8.7,10,11,93.58,11.3,20.1,4,,,1008.88,
102,2021-05-28,1,,7.8,9.3,10,92.08,8,13.5,1.417,,,1019.7,
102,2021-05-29,1,,8.4,9,9.6,86.42,4.4,8.2,0.283,,,1023.23,
102,2021-05-30,1,,7.7,9.2,11,96.88,4,6.2,3.117,,,1024.66,
102,2021-05-31,1,,10.9,13.3,15.8,79.3,5.6,10.4,15.65,,,1020.54,
102,2021-06-01,1,,13.2,15.3,19.3,67.42,5.4,10.1,12.9,,,1016.17,
102,2021-06-02,1,,12.4,16.1,21.7,73.04,8.8,13.4,13.5,,,1013.7,
102,2021-06-03,1,,15.8,18.1,20,75,9.4,15.8,4.117,,,1014.96,
102,2021-06-04,1,,13.9,16.4,19.9,93.17,4.7,9.7,11.267,,,1016.88,
102,2021-06-05,1,,12.9,16.1,18.7,94.63,6.2,10.7,1.083,,,1015.48,
102,2021-06-06,1,,12.2,12.8,13.3,99.83,7.4,10.4,0.017,,,1017.59,
102,2021-06-07,1,,10.9,12.7,13.9,96.5,6.6,9.3,7.767,,,1019.66,
102,2021-06-08,1,,10.8,13.4,15.9,92.83,4,6.8,12.9,,,1020.1,
102,2021-06-09,1,,14.4,16.5,19.7,74.42,2.2,4.3,15.55,,,1017.97,
102,2021-06-10,1,,15.4,17.5,21.5,62.83,1.7,3.8,13.967,,,1016.47,
102,2021-06-11,1,,13.8,16.2,19.4,92.77,6.3,13.4,12.033,,,1014.09,
102,2021-06-12,1,,13.3,14.1,14.7,88.39,9.5,14.7,9.067,,,1014.48,
102,2021-06-13,1,,13,13.8,15.2,80.96,7.6,13.4,15.533,,,1022.02,
164,2019-12-12,3,-0.1,0.3,1.9,3.7,90.17,3.1,6.9,0,7.8,0,995.04,
164,2019-12-13,3,-3.2,-1,0.3,1.5,88.54,3.4,8.2,1.05,4.7,0.2,980.67,
164,2019-12-14,3,0.1,0.7,2.9,4.5,88.63,4,12.8,0,7.3,5.7,981.59,
164,2019-12-15,3,0,1.4,5.1,9,77.46,5.7,14.1,2.633,3.8,2.2,993.23,
164,2019-12-16,3,0.9,3.6,5.4,6.6,83.29,3.2,11.3,0,7.4,0.1,1002.16,
164,2019-12-17,3,0.1,2.7,7,11.2,80.42,3.2,7.5,2.95,7.8,0.1,999.44,
164,2019-12-18,3,-1.3,1.2,8,12.3,75.54,4.1,14.8,2.567,5.7,0,1008.16,
164,2019-12-19,3,-2.3,0.6,3.5,5.5,97.83,2.8,8.3,0.083,7.2,0,1010.4,
164,2019-12-20,3,3.4,4,5.9,8.5,93.38,3.1,6.8,4.167,7,1,990.85,
164,2019-12-21,3,0.7,1.5,6.3,9.4,91.25,2.6,7.7,2.983,7.3,0,986.38,
164,2019-12-22,3,1.3,1.2,2.6,4.4,98.13,2.7,6,0,8,0.4,984.09,
164,2019-12-23,3,3.9,4.1,5.8,7.5,90.75,3.7,9.2,0.183,7.9,0.1,993.97,
164,2019-12-24,3,2.6,3.4,5.5,7.2,87.58,3.4,8.7,0.783,7.8,2.2,1002.4,
164,2019-12-25,3,3.3,3.8,4.6,5.8,93.88,3.1,7.3,0,7.7,3,1006.49,
164,2019-12-26,3,1.2,2.3,4.1,5.7,91.38,3.6,9.5,0.317,7.3,1.9,1014.84,
164,2019-12-27,3,-1.7,0,2.2,3.9,90.46,3.2,8.3,0,7,0.4,1022.34,
164,2019-12-28,3,-4.3,-1.6,1,2,79.96,3,6.4,0,8,0,1034.21,
164,2019-12-29,3,-5,-2.8,-0.2,1.6,77.88,2.8,8,2,7.8,0,1031.53,
164,2019-12-30,3,0.8,1.1,5.3,8.9,45.42,5.8,16.3,0.117,6,0,1019.64,
164,2019-12-31,3,-1,1.3,5.4,7.5,71.79,6.4,14,0.383,5.6,0,1019.22,
164,2020-01-01,3,-5.5,-2,2.1,4,87.58,3.8,9.2,2.417,4.4,0,1025.07,
164,2020-01-02,3,-5.1,-2.6,0.9,4.8,75.46,2.8,9.6,6.017,4.5,0,1018.89,
164,2020-01-03,3,0.5,1,3.9,6.7,88.63,4.7,15.2,0.017,7.5,3.9,1009.64,
164,2020-01-04,3,0.6,1.7,3.8,5,82.63,7.8,18.4,0.583,5.2,5.3,1011.17,
164,2020-01-05,3,-2.1,-0.9,1.3,2.9,82.71,3.8,8.9,3.283,4.2,0,1024.45,
164,2020-01-06,3,2,2.4,4.2,5.7,83.83,3.3,9.1,1,7.8,0,1019.36,
164,2020-01-07,3,-3.5,-1.2,2.4,4.9,90.83,3.1,7.2,0.6,6,0,1016.81,
164,2020-01-08,3,3.1,3.6,6.2,8.7,87.25,4.9,10.7,0,8,0.2,1014.87,
164,2020-01-09,3,6.9,7.2,8.5,9.7,93.88,3.9,9.6,0,7.9,2.5,1009.32,
164,2020-01-10,3,4.7,5.2,9.2,10.7,85.88,4.9,14.1,2.5,6.8,0.8,1006.54,
164,2020-01-11,3,1,2.2,4.3,6.1,83.92,4.5,10.2,2.083,7.7,0,1020.83,
164,2020-01-12,3,0.4,1.6,4,6.8,75.83,5.8,14.2,5.2,7.8,0.1,1012.86,
164,2020-01-13,3,1.2,2.8,5.7,6.8,85.38,3.9,10.4,0.133,6.9,0,1011.85,
164,2020-01-14,3,-0.4,1.1,6.1,9.7,76.17,5.2,13.3,0.1,7.9,0.3,1004.09,
164,2020-01-15,3,6.8,8.4,10.3,13.1,60.58,6.2,13.4,1.567,7.3,0,1006.87,
164,2020-01-16,3,-1.8,2.7,6.6,9.8,75.13,3.4,9.1,7.067,2.6,0,1019.72,
164,2020-01-17,3,-0.1,1.5,3.8,8.1,84.13,3.8,9.6,7.017,2.1,0.1,1013.4,
